isv	pos	synonyms
gaj		lěsok
gajdar		dudar
gajdy		dudy, volynka
galantny		ljubezny, učtivy
galicija		galisija
galisija		galicija
galuz		loza, větka, větva
galuzka		větva
gama		stupnica, zvukored
garancija		poručiteljstvo
garant		poručenec, poručitelj
garantovany		poručeny
garda		gvardija
gasilo		požarogasnik
gasitelj		požarnik
gaslo		deviz, motto, slogan
gastronom		gurman
gavran		vran
genealog		rodoslovec
genealogija		rodoslovje
generacija		pokoljenje
generalizacija		obobčenje
generalno		voobče
generalny		obči
geneza		nahodnost, pohodženje
genitiv		roditeljnik, roditeljny padež
genocid		ljudobijstvo, narodobijstvo, rodobijstvo
genoterapija		genovo ozdravjenje
genovo ozdravjenje		genoterapija
geograf		zemjepisec
geografija		zemjepis
gigant		velikan
gigantsky		ogromny
gladiti		laskati, milovati, zagladžati
gladky		ravny
glagoličny		glagoličsky
glagoličsky		glagoličny
glaska		fonema, zvuk
glasnik		zvučnik
glasno		na glas
glasovatelj		izbiratelj
glava		glavnik, načelnik, rukovoditelj, vrhnik, šef
glavar		voditelj, vodž
glavnik		glava, načelnik, rukovoditelj, vrhnik, šef
glavno		prěd vsem, prěvažno
glavnokomandovač		vrhny načelnik, vrhny voditelj, vrhny vodž
glavny grad		stolica
glavolomka		zagadka
gledač		pogledatelj, zritelj
gledeči na		odnosno, v odnošenju k
gledišče		stanovišče, točka zrěnja
glednuti		poglednuti, pozrěti, zirknuti
gleděti		pozirati, smatrjati, smotriti, zrěti
gleděti film/televiziju		smotriti film/televiziju
glina		il, počva, zemja
glodati		gryzati
glub		glubina
glubina		glub
glug-glug		bulj-bulj
glupec		balvan, durenj
glupo		durno
glupost		bezsmyslica, durnost
glupy		durny, neumny
glupěti		durěti
gnati		goniti
gnoj		govno, lajno
gnom		karlik
gnusny		gadny, mrzky, odvratlivy, odvratny, omrzlivy
gnuti		sgybati
gnědy		kaštanovy
gněv		jarost, srdnost, zloba, zlost
gněvati		srditi, zlobiti
gněvati se		zlobiti se
gněvlivy		razdražlivy
gněvny		srdity
gnězdko		vtičnica
go		jego
god		rok
godišnica		jubilej, ročnica
godišnik		ročnik
godišnje		godišno, každoročno, ročno, vsakogodišnje, vsakogodišno
godišnji		godišny, každoročny, ročny, vsakogodišnji, vsakogodišny
godišno		godišnje, každoročno, ročno, vsakogodišnje, vsakogodišno
godišny		godišnji, každoročny, ročny, vsakogodišnji, vsakogodišny
godnost		cěnnost
godny		dostojny
godovati		pirovati
gody		lěta
gojiti		izcěljati, lěčiti
goliti		briti, obnažati
goliti se		briti se
golk		šum
golobrady		bezbrady
goloslovny		neosnovany
golota		nagost, nagota
goltnuti		pogoltnuti, progoltnuti
goly		nagy
gon		gonitva, pogon
goniti		gnati
gonitva		gon, pogon, proganjanje
gonka		běg
gordost		dostojenstvo, dostojnost
goreči		žarky
gorečnja		teplo, žar
gorjan		gorjanin
gorjanin		gorjan
gorka		brdo, holm, pagorok, vozvyšenost
gornolužičsky		gornosrbsky
gornosrbsky		gornolužičsky
gorsko pasmo		gorsky lanec
gorsky lanec		gorsko pasmo
goršiti		pogaršati
gospod		gospodin, pan, vlastnik
gospodarstvo		ekonomija, ekonomika
gospodin		gospod, pan, vlastnik
gospodža		dama, pani
gosteprijemny		gostinny
gosteprijemstvo		gostinnost
gostiljnja		dnevnica, sědiljnja
gostinica		hotel
gostinnost		gosteprijemstvo
gostinny		gosteprijemny
gotovy		ohotny
govno		gnoj, lajno
govněny		posrany
govor		molva, rěč
govoriti		kazati, molviti, rěkti
grabiti		grebti, hvatati, lapati, loviti
graběž		razboj
gradžan		gradžanin, měščan, měščanin
gradžanin		gradžan, měščan, měščanin
gradžanka		měščanka
gradžansky		civilny
gradžanstvo		ljudstvo
grafična karta		videokarta
gramotnost		kompetentnost, pismennost
gramotny		kompetentny
granat		granatno jabloko
granatno jabloko		granat
granica		medža
grditi		prězirati
grebti		grabiti, kopati
grez		blato, kal, nečistota
greznuti		veznuti
grib		guba
grivna		kara, kaznj
grn		grnec
grnec		grn
grob		kovčeg, mogyla
grobar		grobokopatelj
grobokopatelj		grobar
gromada		kopa, kupa, sjem, tolpa
gromaditi		akumulovati, nagromadžati
groza		nebezpečnost, opasnost
grozny		nebezpečny, opasny, strašny
groš		moneta, pěnez
groše		pěnezy
grst		pest
gruby		hrapavy
gruby pěsok		drobjenec
grud		prs
grupa		skupina
gryzati		glodati, gryzti, kusati, obgryzati
gryzti		gryzati, kusati
grěšiti		hybiti, zabludžati
grěška		blud, hyba, pogrěška, pohybka, pomylka, zabluda
guba		grib
gubernator		naměstnik
gubi se!		izmětaj se!, izčezaj!, zabiraj se!
gubiti		niščiti, proigryvati, razrušati, tratiti, utračati
gubiti se		utračati se
gubiti težinu		hudnuti
gumbik		guzik, knopka
gurman		gastronom
gusljar		skripač, violinist
guslje		skripka, violina
gustje		gušča
gustost		gustota
gustota		gustost
guzik		gumbik, knopka
gušča		gustje
gvardija		garda
gybkost		elastičnost
gybky		elastičny, fleksibilny, pružny
halucinacija		prividěnje
halupa		dača, hata
harakter		nrav
harta		ustav
hata		barak, budka, halupa
helikopter		vrtolet
helma		šlěm
hepa		jetra, pečenj, vutraba
heroičny		bogatyrsky
heroj		bogatyr, junak, vitez
herojsky		bogatyrsky
herpes		lišaj
heterogennost		raznorodnost
heterogenny		raznorodny
hibrid		měšanec
hiperlink		hipersvez
hipersvez		hiperlink
hipopotam		nilsky konj
hlad		prohlada, zima, zimnost
hladiti		ohladžati, studiti
hladnik		radiator
hladnost		prohlada, prohladnost, zimnost
hladny		prohladny, studeny, zimny
hladnějši		zimnějši
hlapec		tip
hlapstvo		mladečstvo
hlipati		rydati
hmeljny		netrězvy, pijany, upity
hmuriti se		mrščiti se
hod		dviženje, postup
hodba		hodženje
hodec		hoditelj, pěšehod, pěšehodec
hoditelj		hodec, pěšehod, pěšehodec
hodnik		trotuar
hodženje		hodba
holandija		niderlandy
holandsky		niderlandsky
holm		brdo, gorka, pagorok, vozvyšenost
homjak		hrček
homogennost		jednorodnost
homogenny		jednorodny
horizont		vidnokrug
horizontalny		vodoravny
horor		užasy
horor-film		film užasov
horugva		zastava, zname
hot		ače, ačekoli, hoti
hot by		ponje, prinajmenje
hotel		gostinica
hoti		ače, ačekoli, hot
hotěti		htěti
hovati		kryti, skryvati, ukryvati
hrabrost		odvaga, smělost
hrabry		nebojazlivy, odvažny, směly
hranitelj		opekun
hraniti		ohranjati, strěgti, zaščičati, ščititi
hrapavy		gruby
hrestomatija		čitateljnik
hristijan		hristijanin
hristijanin		hristijan
hromati		kuljgati
hromy		kuljgavy
hronika		kronika, lětopis
hronikar		kronikar, lětopisec
hrupati		hrustati
hrustati		hrupati
hrušč		majsky hrušč
hrček		homjak
hrěnviršla		sosiska
htivy		lakomy
htěti		hotěti
hudnuti		gubiti težinu
hudožnica		umětnica
hudožnik		artist, umětnik
hudožno		umětničsko
hudožny		artističny, umětničsky
hudožstvo		umětnost
hudy		tenky, tonky
huj		kolbasa, kurec, penis
hvala		blagodare, dekujuči, pohvala
hvalebny		pohvalny
hvatati		grabiti, lapati, loviti
hvilja		moment
hvilja nazad		hvilja tomu, prěd hviljeju
hvilja tomu		hvilja nazad, prěd hviljeju
hvoja		iglica
hvojny lěs		iglasty lěs
hvoroba		bolěznj, nedug, zabolěvanje
hvoroblivo		bolězlivo
hvoroblivy		bolězlivy
hvory		boljny, zabolěvši, zahvorěly
hvorěti		bolěti
hvost		ogon
hvějati		klatiti, tresti
hyba		blud, brak, grěška, pogrěška, pohybka, pomylka, porok, zabluda
hybiti		grěšiti
hybny		bludny, krivy, opačny, zabludny
hytry		ljstivy, lukavy
i		a, pa
ibo		jer, jerbo, poneže, tomu že, zato že, zatože
idealny		dokončeny, doskonaly
ideja		myslj, pojetje, pomysl
identifikacija		razpoznavanje
identifikovati		opoznavati, razpoznavati
identitet		identičnost
identičnost		identitet
identičny		jednakovy, totožny
idiot		balvan
igla		iglica
iglasty lěs		hvojny lěs
iglica		hvoja, igla
igo		jarmo
il		glina
ili		abo
iljm		brěst, vez
imati		byti dolžen, iměti, morati, musěti, posědati, trěbovati, vlastniti
ime		nazva, nazvanje
imeniteljnik		imeniteljny padež, nominativ
imeniteljny padež		imeniteljnik, nominativ
imenovati		narěkati, nazyvati, zvati
imitacija		naslědovanje
imperator		car, cěsar
imperija		carstvo, cěsarstvo
import		dovoz, vvoz
importovati		dovoziti, vvoziti
impuls		poryv
imunny		odporny
imutok		iměnje, sobstvenost, svojnost, vlastničstvo, vlastnost
imuči		bogaty
iměnje		imutok, posědanje, sobstvenost, svojnost, vlastničstvo, vlastnost
iměti		byti dolžen, imati, morati, musěti, posědati, trěbovati, vlastniti
iměti na myslji		iměti na umu
iměti na umu		iměti na myslji
inako		inače
inamo		inde
inače		inako
inde		inamo
indijan		indijanin
indijanin		indijan
individ		osoba
industrialny		promyslny
infekcija		zaraza, zaraženje
informacija		uvědomjenje, vědomost
informant		donositelj
informovany		uvědomjeny
informovati		donositi, izvěščati, soobčati, uvědamjati
iniciativa		počin
inogda		inogdy, inovrěmenno
inogdy		inogda, inovrěmenno
inoplanetjan		inoplanetjanin
inoplanetjanin		inoplanetjan
inoskazanje		alegorija
inostranec		inozemec, zagraničnik, čudžezemec, čudžinec
inovrěmenno		inogda, inogdy
inozemec		inostranec, zagraničnik, čudžezemec, čudžinec
inozemny		zagraničny, čudžezemny, čudži
insekt		nasěkomo, šestinožka, žuželka
inspektor		obslědovatelj
inspiracija		nadohnenje
instalovati		montovati
instrukcija		poučenje
instruktor		učitelj
instrument		orudje, pribor
instrumental		tvoriteljnik, tvoriteljny padež
intelektual		umnik
intelektualny		umny
inteligentny		razumny
interakcija		vzajemodějanje, vzajemodějstvo
interesny		zajmlivy
interrogativny zaimennik		pytateljny zaimennik
interval		odstup
intervencija		vměšanje
introspekcija		samoposmatrjanje
invalid		nepolnomožnica, nepolnomožnik, nepolnosposobnik
invalidsky vozok		kolokrěslo
invazija		vpad
investicija		vklad, vlaganje
investor		vlagatelj
investovati		vkladati, vlagati
iny		drugy
irbis		sněžny leopard
iskanje		poisk
iskati		poiskyvati
istina		pravda
istinlivo		pravdivo
istinlivy		pravdivy
istinno		napravdu, stvarno, zaisto, zapravdu
istinnost		java, pravdivost, realnost, stvarnost
istinny		pravdivy, realny, stvarny, věrny
istnovati		byti, egzistovati, jestvovati, obstajati, sutstvovati
isto		uvěrjeno
isty		uvěrjeny
isus		jezus
itak		dakle
italijan		italijanin
italijanin		italijan
iva		vrba
iver		odščepok
iz		od
iz-		vy-
iz-medžu		iz-srěd
iz-srěd		iz-medžu
izba		komnata, komora
izbava		izbavjenje, spasenje
izbavitelj		spasitelj
izbaviti		lišiti, spasti
izbavjati		lišati, spasati
izbavjenje		izbava, spasenje
izbirajemost		izvolimost
izbiramy		izvolimy
izbiratelj		glasovatelj
izbirati		odbirati
izbor		izvoljenje, odbor
izbrany		izvoljeny
izbrati		izvoliti, odbrati
izbudovati		sbudovati
izbuh		eksplozija
izbuhati		eksplodovati
izbuhlivy		eksplozivny
izbytok		izlišek
izbytočny		izlišnji, izlišny
izběgati		odtěkati, uběgati, utěkati
izběgti		odtekti, uběgti, utekti
izcěliti		izgojiti, izlěčiti, ozdraviti, uzdraviti
izcěliti se		izlěčiti se
izcěljati		gojiti, lěčiti, ozdravjati, uzdravjati
izcěljati se		lěčiti se
izdajnik		prědavnik, věrolomnik
izdanje		naklad
izdati		opublikovati
izdati zamuž		omužiti
izdavati		publikovati
izdavati se		izjavjati se, kazati se, sdavati se
izdržlivy		odporny
izdumati		izmysliti, pridumati
izdělati		izrabiti, napraviti, sdělati, učiniti
izgladiti		ogladiti, razgladiti, zagladiti
izgled		oblik, pozor
izgnanje		izgnanstvo
izgnanstvo		izgnanje
izgnati		izpuditi
izgoda		prědnost, vygoda
izgojiti		izcěliti, izlěčiti, uzdraviti
izguba		utrata
izgubiti		izniščiti, proigrati, razoriti, razrušiti, uniščiti, utratiti
izgubiti se		poděti se, utratiti se
izgubiti težinu		shudnuti
izgynuti		pogynuti
izhod		izslědok, izvod, naslědok, poslědica, poslědstvo, rezultat
izigranje		poběda, vitezstvo
izigratelj		poběditelj
izigrati		dobyti
izimati		vyjmati
iziskati		dobyti, polučiti
iziskati ponovno		dobyti ponovno
iziskyvati		dostavati, polučati
iziskyvati ponovno		dobyvati ponovno
izjasniti		objasniti
izjasnjati		objasnjati
izjasnjenje		objasnjenje
izjaviti		objaviti, odkryti, odsloniti, razkryti
izjaviti se		objaviti se, okazati se, pojaviti se
izjavjati		izobličati, objavjati, odkryvati, odslanjati, razkryvati
izjavjati se		izdavati se, kazati se, sdavati se
izjavjenje		odkryvanje
izjezd		odhod, odjezd, odpravjenje
izkalkulovati		izčisliti, razsčitati
izkazanje		obzor, prěgled
izkladati		izlagati
izključajuči		s izključenjem
izključiteljno		izključno
izključno		izključiteljno
izkonavči		izpolniteljny
izkopati		vyryti
izkoristati		izkoristiti, ulučiti, upotrěbiti, užiti
izkoristiti		izkoristati, ulučiti
izkoristyvati		eksploatovati, poljzovati, ulučati
izkovyvati		kovati
izkrikati		vozklicati
izkriknuti		vozkliknuti
izkupiti		odkupiti
izkus		eksperiment, izprobovanje, opyt, pokus, proba, test
izkusny		izkušeny, sručny, umny
izkušati		izprobovyvati, izpytyvati
izkušenje		prěživanje
izkušeny		izkusny
izlagati		izkladati
izlet		ekskursija, objezd
izlišek		izbytok
izlišnji		izbytočny, izlišny
izlišny		izbytočny, izlišnji
izlěčiti		izcěliti, izgojiti, ozdraviti, uzdraviti
izlěčiti se		izcěliti se
izmagateljstvo		iznuda
izmagati		iznudžati
izmama		obman, omam
izmamitelj		izmamnik, obmannik, obmanyvatelj, omamnik, zlodějatelj
izmamiti		obmanuti, omamiti, pomyliti, prěslěpiti
izmamjati		mamiti, obmanyvati
izmamnik		izmamitelj, obmannik, obmanyvatelj, omamnik, zlodějatelj
izmirati		izumirati
izmodelovati		izvajati
izmogti		iznuditi
izmoriti		umoriti
izmrěti		izumrti, izumrěti
izmysl		izmysljenje
izmyslitelj		iznahodnik
izmysliti		izdumati, pridumati
izmysljenje		fikcija, izmysl
izmysljeny		fiktivny
izměna		izměnjenje, měna, prěinačenje, prěměna
izměniti		prěinačiti, prěměniti
izměnjati		měnjati, prěinačati
izměnjenje		izměna, měna, prěinačenje, prěměna
izměriti		razměriti
izmětaj se!		gubi se!, odjebi se!, zabiraj se!
iznahodnik		izmyslitelj
iznajeti		najeti
iznajmati		najmati
iznenada		iznenadsko, naglo, neočekyvano
iznenadsko		iznenada, naglo, neočekyvano
izniknuti		izčeznuti, propasti
izniščenje		niščenje, opustošenje, razorjenje, razrušenje, uniščenje
izniščiti		izgubiti, razoriti, razrušiti, uniščiti
iznova		nanovo, opet, ponovno, snova
iznuda		izmagateljstvo
iznuditi		izmogti
iznudžati		izmagati
iznuriti		izplyvti
iznurjati		izplyvati
izobličati		izjavjati, objavjati, odslanjati, razkryvati
izobličiti		objaviti
izobraženje		kartina, obraz
izojdti		vyjdti
izolacija		obosobjenje
izopačati		deformovati, izvračati, snetvarjati
izopačiti		izvratiti, snetvoriti
izpekti		upekti
izphati		izvihnuti
izplašiti		nastrašiti, prěstrašiti
izpluti		izplyvti
izplyvati		iznurjati
izplyvti		iznuriti, izpluti
izplěti		oplěti
izpolniteljny		izkonavči
izpolniti		odpraviti
izpolnjenje		realizacija
izpraviti		napraviti, opraviti, popraviti
izpravjati		napravjati, opravjati, popravjati
izprazdniti		oprazdniti
izprazdnjati		oprazdnjati
izprašati		umoljati
izprobovanje		izkus, proba
izprobovati		izpytati
izprobovyvati		izkušati, izpytyvati
izprva		na početku, od početka, početkovo
izpuditi		izgnati, odpuditi
izpustiti		osvoboditi, pustiti, spustiti, uvoljniti
izpuščati		osvobadžati, puščati, spuščati, uvaljnjati
izpyt		ekzamen
izpytati		izprobovati, obtestovati
izpytyvati		izkušati, izprobovyvati, testovati
izrabiti		izdělati, napraviti, sdělati, učiniti
izrabotati		iztvoriti, proizvesti
izrabotyvati		fabrikovati, iztvarjati, produkovati, proizvoditi
izravniti		uravniti
izravnjati		uravnjati
izraz		izraženje, termin
izraziti		izsloviti
izraziti se		izsloviti se
izražati		izslavjati
izražati se		izslavjati se
izraženje		izraz
izrodok		degenerat
izrodženje		degeneracija
izrvati		iztrgnuti
izryvati		iztrgati
izrězati		izsěkti
izrězyvati		izsěkati
izseljenec		emigrant
izseljenje		emigracija
izslati		odpraviti, odslati, poslati, prislati
izslavjati		izražati
izslavjati se		izražati se
izsloviti		izraziti
izsloviti se		izraziti se
izslušanje		prěslušivanje
izslědok		izhod, naslědok, poslědica, poslědstvo, rezultat
izslědovanje		raziskyvanje
izslědovatelj		raziskyvatelj
izslědovati		raziskyvati, razvědyvati
izsměvka		izsměška, nasmeška
izsměška		izsměvka, nasmeška
izsměšnik		prěsměšnik
izspati se		naspati se
izstava		izstavjenje, izstavka
izstaviti		podvrgnuti, pokazati
izstavjati		pokazyvati, ukazyvati
izstavjenje		izstava, izstavka
izstavka		izstava, izstavjenje
izstupati		odstupati
izstupiti		odstupiti
izsušati		osušati
izsušiti		osušiti
izsyhati		usyhati
izsylanje		odprava
izsylati		odpravjati, odsylati, posylati, prisylati
izsěkati		izrězyvati
izsěkti		izrězati
izteg		ekstrakt, vypis
iztegati		iztrgati, izvlěkati
iztegnuti		iztrgnuti, izvlěkti
iztekti		utekti
iztkati		sotkati
iztok		iztočnik, izvor, pohodženje, vozhod, žrlo
iztočna evropa		vozhodna evropa
iztočnik		iztok, izvor, nahodnost, pohodženje, proizhodženje, žrlo
iztočnoslovjansky		vozhodnoslovjansky
iztočny		vozhodny
iztrgati		izryvati, iztegati, izvlěkati
iztrgnuti		izrvati, iztegnuti, izvlěkti
iztrpěti		vytrpěti
iztrti		iztrěti, odtrti, odtrěti
iztrěti		iztrti, odtrti, odtrěti
iztvarjati		fabrikovati, izrabotyvati, produkovati, proizvoditi
iztvor		produkt
iztvoriti		izrabotati, proizvesti, stvoriti
iztvorjenje		proizvodstvo
iztěkati		utěkati
izumirati		izmirati
izumrly		izumrěly, mrtvy
izumrti		izmrěti, izumrěti
izumrěly		izumrly, mrtvy
izumrěti		izmrěti, izumrti
izučati		studiovati
izvajati		izmodelovati
izvaljnjati		odstranjati, uvaljnjati
izvihnuti		izphati
izvini		izvinite, pomiluj
izvinite		izvini, pomiluj
izviniti		odpustiti, prostiti
izviniti se		odprositi se
izvinjati		odpuščati, praščati, proščati
izvinjati se		odprašati se
izvlěkati		iztegati, iztrgati
izvlěkti		iztegnuti, iztrgnuti
izvně		vně
izvod		izhod, konkluzija, zaključenje
izvodlivy		možny, rabimy
izvolimost		izbirajemost
izvolimy		izbiramy
izvoliti		izbrati
izvoljenje		izbor
izvoljeny		izbrany
izvoljniti		odstraniti, uvoljniti
izvor		iztok, iztočnik, pohodženje, žrlo
izvoz		eksport
izvoziti		eksportovati
izvratiti		izopačiti
izvračati		izopačati
izvračeny		perversny
izvěstitelj		izvěstnik
izvěstiti		donesti, soobčiti, uvědomiti
izvěstje		vědomost, věst
izvěstnik		izvěstitelj, žurnalist
izvěstny		notoričny, vědomy, znajemy, znamenity, znany
izvěstoglasitelj		věstnik
izvěstovanje		blagověščenje
izvěščati		donositi, informovati, soobčati, uvědamjati
izznačati		definiovati, oprěděljati, oznamenovyvati, označati, znamenovati
izznačenje		definicija
izznačiti		oprěděliti, oznamenovati, označiti
izzov		provokacija
izzyvati		privoditi, provokovati
izčezaj!		gubi se!
izčezati		propadati
izčeznuti		izniknuti, propasti
izčisliti		izkalkulovati, razsčitati
izčisljati		kalkulovati, razsčityvati
izčisljenje		kalkulacija, konto, rahunok, sčet, učet
izčrkati		odstranjati
